Project Name,Project Type,URL to project,Founded year (project),Industries,Usecases,5 word review,Description (from online)
Coinchange,Startup,,2017,DeFi,Yield Farming,"API-powered earnings for FinTech
","A DeFi yield API for financial businesses of all shapes and sizes. 
Enable your customers to access high yield DeFi products. With the Coinchange DeFi Yield API, you can let your customers earn higher yield without the need to use complex and time-consuming DeFi protocols and yield strategies."
"Citi Token Services
",Corporate,https://www.citigroup.com/global/news/press-release/2023/citi-develops-new-digital-asset-capabilities-for-institutional-clients,2023,Trade Finance,"Stablecoins,Financing & Credit",letters of credit in the trade finance ecosystem,Citi worked with Maersk and a canal authority to digitize a solution that serves the same purpose as bank guarantees and letters of credit in the trade finance ecosystem. The pilot demonstrated programmable transfer of tokenized deposits that provided instant payments to service providers via smart contracts.
Amazon Web Services (AWS),Corporate,https://aws.amazon.com/managed-blockchain/,,Infrastructure,"BaaS,Blockchain Development Services,Consultancy",Build on blockchain with reliable APIs and without specialized infrastructure.,"Amazon Managed Blockchain (AMB) serves as AWS's key blockchain initiative, designed to simplify the deployment of Web3 applications on both public and private blockchains. AMB provides instant, serverless access to multiple blockchains, alleviating the need for developers to manage specialized infrastructure. The AMB Access Ethereum service further streamlines the process by enabling quick provisioning of Ethereum nodes that can be connected to the public Ethereum mainnet or popular testnets. These features collectively make AMB a robust and efficient solution for accelerating blockchain integration in enterprise settings."
Maersk,,,,,,,
Amberdata,,,,Data & Analytics,,,
Food & Drug Administration (FDA),,,,,,,
Lloyd's Register,,,,,,,Re old and uses IBM stuff?
Circulor,Startup,,,Supply Chain & Logistics,"Identity & Credentials,Supply Chain Management & Tracking Solutions",Supply Chain Traceability Solutions [1],"Circulor provides the most complete and mature solution to this pressing global problem by enabling companies to gain visibility into their supply chains to demonstrate responsible sourcing, improve their ESG performance, reduce Greenhouse Gas (GHG) emissions and manage the supply chain risks."
Hedera Hashgraph,Startup,https://www.dropp.cc/,,Infrastructure,Blockchain,Blockchain hosted by large orgs,"Hedera is a decentralized, open-source, proof-of-stake public ledger that utilizes the leaderless, asynchronous Byzantine Fault Tolerance (aBFT) hashgraph consensus algorithm. It is governed by a collusion-resistant, decentralized council of leading enterprises, universities, and web3 projects from around the world.
Hedera’s performance-optimized Ethereum Virtual Machine (EVM) smart contracts, along with its easy-to-use native tokenization and consensus service APIs, enable developers to create real-time web3 applications and ecosystems that will drive the future of the internet.
"
Stacktical (DSLA),Startup,https://dsla.network/,,Insurance,"SLA Credit Reporting,Underwiting",Decentralized Service Level Agreements Platform,"The future of Risk Management is here. Service Credits increase in value when your assets, goods and services decrease in performance. [2]
We build peer-to-peer applications and networks that bridge the gap between consumer rights and third-party risk...DSLA Protocol, and the DSLA family of products, enable the software development, digital issuance and digital signature of Service Level Agreements (SLA) with native escrowing capabilities. [3]

"
Gitcoin,Startup,,,DeFi,Funding,Decentralized funding for $50M+ in open-source projects.,"Gitcoin is a platform that connects developers and projects in the blockchain and open-source software space. It enables developers to get paid for working on open-source projects and offers various funding mechanisms, such as bounties, hackathons, and grants. Gitcoin has facilitated the distribution of over $50 million in funding for open-source projects and adjacent public goods through its Gitcoin Grants Program."
SK telecom - TopPort,Corporate,https://www.topport.io,,Arts,NFTs,"NFT marketplace 
 TopPort","Polygon Labs and SK Telecom collaborate to develop a web3 ecosystem, focusing on identifying and incubating promising startups. Additionally, SK Telecom's NFT marketplace, TopPort, will support the Polygon blockchain, enhancing the web3 startup ecosystem further​"
Bitwave,Startup,,,Data & Analytics,Accounting,Enterprise Web 3 Accounting and Tax Solutions,"Bitwave is purpose-built to help finance and accounting professionals mitigate the challenges of digital asset transactions. 

We manage the intersection of web3 tax, accounting, and compliance."
NerveNetwork,Startup,,,Infrastructure,Scaling Solution,Decentralized Digital Asset Service Network,"RE: Not really enterprisey 
NerveNetwork aims to connect all isolated blockchains and establish a cross-chain asset exchange network, providing all necessary underlying support for the DeFi ecosystem. Let every digital asset holder experience a truly safe, free and transparent DeFi service."
OKX,SME,,,,,,RE: Exchange... not relevant
C10N Labs,,,,,,,"RE: Don't see much business stuff here
"
Aktionariat,Startup,https://www.aktionariat.com/,,Capital Markets,"Security Tokens,Asset Tokenization,RWAs",Ethereum-based for tokenizing shares.,"We offer digital tools for Swiss companies to create a market for their shares on their own website.
Open technology. No intermediaries. Powered by the Ethereum blockchain.

Markets work best when they are free and open. We leverage the latest legal and technical developments to create liquid markets for securities that hitherto were illiquid and hard to price. Even for those not interested in selling their digital shares, having a reliable price signal can unlock substantial value.

In our vision, a direct market is the central component of every investor relations page, enabling investors to buy and sell shares directly from the company. [1]"
Blockchain App Factory,Startup,https://www.blockchainappfactory.com/ethereum-token-development,,Consultancy & Advisory,,,
Blockdaemon,Startup,,2017,Infrastructure,Staking,Blockchain Infrastructure and Web3 Services,"Blockdaemon empowers the blockchain economy by offering a comprehensive institutional solution for seamless, secure, and efficient Web3 services. This includes wallet, node management, and staking solutions, facilitating a robust blockchain infrastructure​"
Blockimmo,Startup,,,,,,"RE: No longer active 

 Real Estate accessible for all
Build your Real Estate Portfolio. Meet blockimmo, a simple, secure real estate investment platform. blockimmo is a blockchain powered startup on the verge of becoming the go to marketplace for real estate tokenization. Our regulatory compliant ecosystem enables fractional property investments and ownership. [1]"
Blocksquare,Startup,https://www.blocksquare.io,,Real Estate,"RWAs,Asset Tokenization",Tokenization infrastructure for real estate.,"Businesses of all types — from startups to large enterprises — can use Blocksquare’s solutions and APIs to digitize value of real estate properties, launch their investment platforms and connect people to tokenized real estate deals online. [1]

Built on Ethereum and IPFS, any single real estate property can be converted into 100,000 tokens, either partially or in full, providing investors a transparent and standardised digitalisation process. What's more, it's applicable to any common legal ownership form.

Most recent LinkedIn post:

https://www.linkedin.com/posts/denispetrovcic_rwa-tokenization-realestate-activity-7112871462050365440-jCzn?utm_source=share&utm_medium=member_desktop

""We’ve tokenized 80+ real estate assets in the total value of $74M spread across 18 jurisdictions.""

(RWAs)

"
FIBREE,Foundation,,,,,Tokenized real estate education network?,
Cashlink,Startup,,2018,Capital Markets,Asset Tokenization,Tokenized Assets Infrastructure Provider,"Cashlink furnishes a distinctive infrastructure enabling the offering of tokenized assets, inclusive of a crypto securities registry compliant with eWpG, facilitating a seamless asset tokenization journey for its clientele"
Dibbs,Startup,,,Media,"Asset Tokenization,NFTs",infrastructure for asset-backed NFTs.,"The only enterprise infrastructure for asset-backed NFTs.
Our mission is to vault, tokenize and enable brands to manage their products through the first government licensed platform for redeemable NFTS."
Globacap,SME,,2017,Capital Markets,,,"RE: Can't find what blockchain they use: 

Driving the evolution of private capital markets. 
Globacap’s end-to-end digital ecosystem supercharges your primary placement deals, reduces ongoing administrative overheads, and enables frictionless secondary liquidity."
Inveniam,Startup,,,Capital Markets,"Asset Management,Asset Tokenization,Data Sharing",The Digital Middle Office for Private Assets,"RE: Can't find blockchain... 

Transforming the way your assets data is credentialed, extracted, structured and delivered. Unlock digital data on demand for owners, managers, administrators and service providers.

Enable your organization with real time access to trusted asset performance data and save both time and money. Avoid inaccurate or discounted valuations due to unstructured and inaccessible data."
Realio,Startup,,,Real Estate,Asset Tokenization,A blockchain-based real estate platform.,"We are eliminating the barriers to invest-in, trade, and leverage exclusive real estate, private equity, and other real-world assets through decentralized finance (“DeFi”)."
Multis,Startup,,2018,Data & Analytics,"Wallet,Accounting",Crypto Accounting and Treasury Management,"Multis provides financial software tailored for crypto businesses, facilitating accurate financial statements and automated accounting across diverse wallets, ensuring streamlined crypto treasury management​"
Stobox (STO),Startup,,2018,"Capital Markets,Consultancy & Advisory","Asset Management,Asset Tokenization,Consultancy",Tokenization Service Provider,"Stobox is a recognized entity offering technology and consulting services, enabling clients to effectively utilize digital assets and tokenized securities, encompassing a holistic approach towards asset tokenization"
Avelia - Shell,Corporate,https://aveliasolutions.com/,2022,Supply Chain & Logistics,"Loyalty,Supply chain,Supply Chain Management & Tracking Solutions,Carbon credits",Tracking Sustainable Aviation Fuel tracking (SAF) usage with EVM-compatible blockchain.,"Avelia, launched in June 2022 by Shell, Accenture, and Amex GBT, is a pioneering blockchain-based digital book-and-claim platform aimed at scaling the use of sustainable aviation fuel (SAF) and accelerating the aviation industry's transition to net-zero emissions. Utilizing the Energy Web Chain, an Ethereum-compatible Layer 1 blockchain, Avelia aggregates global demand for SAF from airlines, corporates, and cargo players, offering around 1 million gallons of SAF at its inception. Notable partnerships include Google and Delta Air Lines, with Delta announcing a new SAF supply agreement in 2023. By publicly tracking SAF's environmental attributes and enabling token-based claims, Avelia fosters stakeholder trust and sets a precedent for leveraging blockchain technology to address industry-wide sustainability challenges."
Celo,Startup,,,Infrastructure,Scaling Solution,L2 focused on mobile adoption,"Celo is scaling Ethereum with real-world solutions, leading a thriving new digital economy for all."
RoxPay,Startup,https://www.roxpay.ch/,2023,EnergyTech,"Supply chain,Supply Chain Management & Tracking Solutions,Carbon credits",Automates pay-per-use asset invoicing on Polygon; MVP goal is CO2-neutral road transport.,"Roxpay, a Zurich-based fintech firm, leverages the Polygon blockchain to offer a robust platform targeting logistics and industrial companies using pay-per-use (PPU) assets. The platform streamlines invoicing and payments, bridges financing gaps in PPU models, and provides investment opportunities in stable yield assets. With its MVP and two trucks, Roxpay aims to be CO2-neutral in road transportation and has secured commitments from 1,500 Swiss gas stations for green methanol solutions. The firm plans to transition to Ethereum's mainnet to tap into its DeFi ecosystem and expand its use cases. Utilizing blockchain technology, particularly Ethereum and Polygon, Roxpay delivers operational efficiency, transparency, and sustainability, addressing long-standing challenges in asset management and financing in logistics and industrial sectors."
GUUD Pte Ltd,,,,,,,
Intraco Limited,,,,,,,"RE: Weird project. Seems to be an investor, somewhat building? Leaving out for now "
Mobility Open Blockchain Initiative (MOBI),Consortium,,,,,,"NOT CLEAR ETH

Mobility Open Blockchain Initiative (MOBI) is a global nonprofit smart mobility consortium. MOBI seeks to increase the efficiency, decentralization, and sustainability of transportation. MOBI’s members work to build Web3-based standards and digital infrastructure that support connected ecosystems and IoT commerce."
Falcon - Shell,Corporate,,,,,,
EthicHub,Startup,https://docs-ethix.ethichub.com/v/english/introduction/what-is-ethichub,,,,,"EthicHub is a ReFi (Regenerative Finance) protocol that helps unbanked farmers access capital at low interest rates in a win/win model where all stakeholders benefit from interacting1
. The platform is built on the Ethereum blockchain and has a native token, ETHIX, which bridges DeFi with the productive economy2
."
TREEGENS,Startup,,,,,,NOT MATURE
TradeWaltz,,,,,,Open and Global Trade Ecosystem,
Invesco,Corporate,,,Capital Markets,"Asset Management,Investor services,Structured Products",Bitcoin & Ethereum ETFs; association with Tokeny implies they're using tokenized securities somehow.,"Invesco, a global investment firm, has made significant strides in the Ethereum and EVM-compatible blockchain space. They have filed for a spot Ethereum ETF in partnership with Galaxy Digital, which, if approved by the SEC, could validate Ether as a regulated investment asset. This move is part of Invesco's broader strategy to offer diverse blockchain-related investment opportunities, including various ETFs focused on digital assets. Invesco is a member of the ERC3643 Association."
Rubey.be,Startup,rubey.be,2019,Arts,Asset Tokenization,"Rubey.be leverages Ethereum for secure, fractionalized art investment.","Rubey.be is a platform that tokenizes high-end art to make it accessible to retail investors. Utilizing Ethereum-based technology from Tokeny, Rubey allows people to invest in art starting at 150 euros. The tokens are security-compliant and work within existing legal frameworks. The platform has successfully executed a proof of concept by tokenizing a €1.41 million artwork and is in active production. It has also formed partnerships with prominent museums and financial institutions. Rubey.be aims to democratize art investment further and explore tokenization for other cultural assets. "
Xerof,Startup,,2021,Supply Chain & Logistics,"Payments,Exchanges & Trading",Ethereum speeds Xerof's global supply chain payments.,"Xerof is a Swiss-regulated financial firm that leverages Ethereum and ERC-20 stablecoins to expedite and cost-optimize international payments in global supply chains. Launched in 2020, the company has key partnerships with real estate and financial giants. By converting large fiat sums into stablecoins, Xerof cuts transaction times from days to hours and substantially reduces fees, especially benefiting international companies and commodity traders. Their Ethereum-based solution offers a fast, cost-effective alternative to traditional payment methods, particularly in frontier markets."
CoreLedger,Startup,https://coreledger.net,2017,Infrastructure,"Asset Tokenization,Asset Management",Modular Enterprise Blockchain Solutions,"CoreLedger provides a modular, enterprise-grade blockchain platform aiding swift, cost-effective bespoke business solutions. Additionally, it offers consulting and rapid prototyping tools, supporting the adoption and development of Distributed Ledger Technology (DLT)"
The Israel Land Authority (RAMI),,,,"Real Estate,Government","RWAs,Land Registry",,RE: Not a deployment...
Coadjute,,,,Real Estate,RWAs,,"RE: not	 EVM
"
ACX (AirCarbon Exchange),Startup,https://acx.net,2019,Carbon Credits & ESG,"Carbon credits,RWAs,Asset Tokenization",Global Digital Environmental Credit Exchange,"CX operates as a digital exchange platform, connecting various stakeholders in environmental markets. Through blockchain technology, it facilitates efficient trading, ownership, and management of environmental credits, driving transparency and trust in achieving sustainability goals."
Rift,,,,,,Institutional DeFi,"Re: Not business

"
"Perimeter Protocol by Circle
",Startup,https://www.circle.com/blog/circle-launches-circle-research-to-advance-open-source-development-across-crypto-blockchain-and-web3,2023,Infrastructure,Financing & Credit,new standard for credit facilitation,"Circle is releasing the Perimeter white paper and public GitHub Repo, in order to advance the next building block of open protocol transacting: credit. With Perimeter, we are solving for how to bring real world assets and un-or-under collateralized loans with standards for underwriting and permissioning into a protocol we are offering as a public good.
 
Perimeter is flexible enough to accommodate a wide range of credit use cases, from invoice factoring for small and medium sized businesses, to institutional crypto credit for trading opportunities, global payroll advances or instant settlement capabilities as part of merchant processing. "
b-cadastros,,https://www.loja.serpro.gov.br/b-cadastros,2023,,,,
UBS Tokenize,Corporate,https://www.ubs.com/global/en/media/display-page-ndp/en-20230927-first-blockchain-native.html?caasID=CAAS-ActivityStream,2023,Capital Markets,"RWAs,Asset Management",tokenized Variable Capital Company (VCC) fund.,"The fund represents a legal entity for investment funds in Singapore that was introduced in January 2020 to enhance the city-state’s position as a hub for fund management activities.
The firm will leverage its in-house tokenization service called UBS Tokenize to initiate a controlled pilot of a tokenized money market fund, which comes in the form of a smart contract on Ethereum and lets the firm facilitate fund subscriptions and redemptions."
"Open Attestation
",,,,,,,"RE: Used by trade trust, not worth it's own profile IMI JJ 

VC's (worth a note) as from goverment
"
Mata Capital,Corporate,https://consensys.io/blog/how-350m-worth-of-real-estate-was-tokenized-on-ethereum,2020,Real Estate,"Asset Tokenization,Asset Management","Real estate management fund
","we have managed real estate funds on behalf of institutional investors and private family groups. 

"
"Flow Carbon
",Startup,,2021,Carbon Credits & ESG,Financing & Credit,Putting Carbon Credits onchain,"Each token is backed 1:1 by a carbon credit held by Flowcarbon and can be redeemed for the carbon credit or retired to claim an offset. 1 token = 1 tonne of carbon.

Carbon-backed tokens help unlock transparency and liquidity in the carbon markets, helping scale the voluntary carbon market."
DoD,Government,,2021,Supply Chain & Logistics,,,
"Mauve
",Startup,,2023,DeFi,RWAs,Compliant Exchange,"Trade Trustless, Fully Compliant. Mauve is the first decentralized exchange with the compliance of traditional finance. 

Mauve creates a unique environment to trade real-world assets. Asset issuers can offer assets with nuanced access controls to keep users safe."
"Thallo
",Startup,https://www.thallo.io,2021,Carbon Credits & ESG,"Asset Tokenization,Carbon credits","Carbon as a Service
","Thallo is a pioneering climate solutions company with a mission to transform the global economy - starting with the voluntary carbon markets.

Our founders saw firsthand the potential for transformative climate action the carbon market could achieve, but were continually challenged by its inefficiencies, opacity and lack of scalability.

Thallo's founders, seasoned experts in sustainability, carbon markets and Web3 technology, respectively, are no strangers to complex systems. They realized that the problems of the voluntary carbon market mapped clearly to the benefits of cutting-edge blockchain technology.
In a world where every transaction, interaction, and decision leaves a carbon footprint, Thallo emerges as a pioneer of transformative change by providing the connective infrastructure for the voluntary carbon market.

Thallo turns every transaction into powerful climate action."
plastiks,Startup,https://plastiks.io,2021,Carbon Credits & ESG,Record Keeping,Connecting plastic recovery projects,"We connect companies and individuals with plastic recovery projects
worldwide to fight plastic pollution and help emerging communities all around
the world. Show off your activities to engage and inspire your customers!"
arcton,Startup,https://www.arcton.com,2021,Capital Markets,"Asset Tokenization,Securities",Tokenized startup shares,"Arcton is a next-generation crowdfunding platform, which introduces a brand new asset class to Web 3 users: Start-up Shares. This asset class is made available via start-up IPOs."
"Ostium
",Startup,https://www.ostium.io,2023,Trading,Exchanges & Trading,Decentralized perpetuals exchange for commodities and forex,"On-chain tokenisation is growing rapidly, but still in its infancy.
Most tokenisation products today experience fragmented liquidity and high deposit minimums, making them geared towards institutions and long-term holders – not traders."
"Reserve
",,,,,,,RE seems to be retail focused
Blockful,Startup,,,Consultancy & Advisory,CBDCs,EVM-compatible Brazilian CBDC,"Our expertise lies in crafting blockchain applications for DeFi and TradFi ecosystems,
offering tailor-made solutions to meet your unique needs."
Tokenchampions,Startup,,2021,Media,Asset Tokenization,Tokenized Image Rights of European football players,"Tokenchampions uses public-permissioned Ethereum to tokenize European football players' image rights. Facilitated by Tokeny for compliance, it's operational and aims to democratize investments down to €100. Expanding to include female players next."
Vodafone,Corporate,,,,,,RE: can not find use of ETH technology
Voltz Labs,,,,,,,"Re: too defi
"
Opera Minipay Wallet,Corporate,https://www.opera.com/products/minipay,2023,Payments,"Fiat-Crypto On-Off Ramp,Identity & Credentials,Payments,Payment Solutions,Stablecoins,Wallet","Low-fee, quick transactions via mobile browser.","Minipay enables fast, low-cost stablecoin transactions directly through the Opera Mini mobile browser. Integrated with Celo's blockchain, it offers a user-friendly mobile payment experience across Africa."
ibet by BOOSTRY,Consortium,https://www.ibet.jp/ibet-for-fin,2019,Infrastructure,Blockchain,Regulated Blockchain for Japan,"On the consortium, we limit the participants who can sell and distribute securities tokens (security tokens) to financial instruments traders and registered financial institutions that have been registered by the Financial Agency。
・Ensure the governance and security as a financial system necessary to handle securities。"
Angle,Startup,https://www.angle.money,2021,DeFi,Stablecoins,Decentralized stablecoin protocol,"Angle for institutions:	
Get an alternative to banking interest rates, put your treasury at work and earn yield on your company's assets, pay your contributors in agEUR.
"
Atlendis,Startup,https://www.atlendis.io,2023,Money Markets,"Lending,Financing & Credit",Decentralized and transparent lending,"Atlendis is a decentralized non-custodial and capital-efficient finance platform that simplifies lending for borrowers and lenders through blockchain technology. Our platform caters to various alternative finance needs, making funding more accessible for real-world businesses and unlocking new yield opportunities for liquidity providers.
The protocol is composed of a set of fully autonomous smart contracts deployed on the Polygon network. As opposed to other lending protocols that require the borrower to deposit collateral, Atlendis enables allowlisted borrowers to borrow without posting any collateral upfront. The unsecured nature of the loan exposes the lender to credit risk that is rewarded with a yield determined by the market's supply/demand dynamics."
"Backed.fi
",Startup,backed.fi,2021,Capital Markets,RWAs,"Fully backed, tokenized real-world assets","Treasuries and stocks
Backed Tokens (bTokens) are ERC-20 tokens that represent the ownership of structured product units. Each token is a unit of a fully collateralized tracker certificate, which tracks the listed value of a specific traded security (the underlying) and is fully backed by that security."
Bru Finance,Startup,https://bru.finance,2021,Capital Markets,"Financing & Credit,Commodities,Asset Tokenization",Commodity tokenisation platform,"Globally the largest commodity tokenisation platform ($650 Million and counting), Brú finance leverages decentralised finance rails to create a global commodity finance market. Using its innovative tokenised commodity backed bonds, Brú allows anyone Read more"
"Honey Bricks
",Startup,https://www.honeybricks.com,2022,Real Estate,"Asset Management,Asset Tokenization",Simplifies multifamily real estate investin,"The marketplace gives you curated access to institutional quality multifamily real estate that meet strict investment criteria
"
digift,Startup,https://www.digift.sg,2022,Capital Markets,"RWAs,Exchanges & Trading","Regulatory-Compliant
Exchange For On-Chain
Real-World Assets","Built on the Ethereum blockchain, DigiFT provides regulatory-compliant services for primary market origination and distribution as well as secondary market trading of asset-backed tokens. The assets backing these tokens include digital assets and real-world assets like bonds, equities, and units in collective investment schemes. DigiFT’s exchange provides liquidity through various channels, including the innovative Automatic Market Maker (AMM) trading mechanism."
Jia,Startup,https://www.jia.xyz,2022,Money Markets,Financing & Credit,Connecting capital to small businesses,"Jia turns crypto liquidity into working capital for small businesses in emerging markets. Jia employs an automated underwriting model to evaluate potential borrowers, and deploys financing to them from on-chain liquidity pools backed by global investors."
Maple,Startup,https://www.maple.finance,2021,Money Markets,"Financing & Credit,Lending",On-chain institutional capital marketplace,"Maple operates a managed marketplace focusing on transparent, institutional-level lending, offering various opportunities and professional underwriting services."
Clearpool,Startup,,2021,Money Markets,"Financing & Credit,Lending",Decentralized credit marketplace for institutions,"Clearpool offers a decentralized credit marketplace with dynamic, risk-adjusted interest rates, catering to institutional-grade decentralized finance (DeFi)"
Fabrica,Startup,https://www.fabrica.land,2018,Real Estate,Asset Tokenization,Digitizing real estate as NFTs,"Fabrica offers a platform for digitizing real estate assets using blockchain technology, enabling DeFi borrowing and property trading"
Super State,Startup,https://superstate.co,2023,Capital Markets,"Tokenized bonds,RWAs",modernizing the infrastructure of investment funds,"Superstate Inc. is developing an open-ended mutual fund, the Superstate Short-Term Government Bond Fund, leveraging Ethereum blockchain for ownership records."
SIMBA,Corporate,https://simbachain.com/case-studies/,,Supply Chain & Logistics,"Supply Chain Management & Tracking Solutions,BaaS",Supply chain tracking for governments,"Incubated at the University of Notre Dame in 2017, SIMBA Chain (short for Simple Blockchain Applications) provides a scalable production-grade platform that simplifies blockchain development. With fewer barriers to entry, companies can build secure, scalable enterprise solutions that integrate seamlessly with existing data systems.
SIMBA implementations generate value for major government organizations, enterprises, and blockchain companies as a production-grade platform that enables public, private, or hybrid deployments."
Request Finance,Startup,https://www.request.finance,,Data & Analytics,Accounting,"Crypto Invoicing, Payroll & Expenses","A suite of financial tools to make your life easier - crypto organizations & freelancers use Request for invoices, expenses, payroll and accounting."
Spherity,Startup,https://www.spherity.com,2017,Identity Management & Verification,"Decentralized identifiers,Verifiable Credentials",Credentialing for digital trust enhancement,"Spherity offers digital identity management solutions to establish digital trust in ecosystems, focusing on decentral identities and verifiable credentials."
Mattereum,Startup,https://mattereum.com,2017,Retail & E-Commerce,Asset Tokenization,Legal protection for blockchain assets,"Mattereum provides a multi-party digital certification system for blockchain-based transactions, ensuring safe and verified asset trading"
"MarketXM
",Corporate,,2021,Capital Markets,"Exchanges & Trading,Clearing & Settlements",making capital markets simple,"We partner with exchanges and financial institutions to simplify the plumbing of financial markets. New capital markets require the participation of many (brokers, private companies, institutions, investors, developers, law and accounting firms, etc)"
Deutsche Telekom,Corporate,,2021,Infrastructure,Staking,Traditional telecom providing node services,"Deutsche Telekom and its subsidiary T-Systems MMS are expanding their blockchain support by providing infrastructure for Ethereum and Polygon networks, including liquid staking and validation services. This move aims to strengthen blockchain ecosystems, lower entry barriers for crypto investments, and offer scalable, secure solutions."
pontoro,Startup,https://www.pontoro.com,2021,Money Markets,Financing & Credit,Enhancing infrastructure finance globally,"Pontoro offers a platform to bridge the infrastructure financing gap, curating bank-originated loan assets for new project finance."
Goldfinch,Startup,https://goldfinch.finance,2020,Money Markets,Financing & Credit,Decentralized non-crypto collateral lending,"Goldfinch is a decentralized credit protocol enabling crypto borrowing without crypto collateral, using off-chain assets for full collateralization"
Zug Digital ID,Government,https://decentralized-id.com/government/europe/switzerland/zug/,2017,Identity Management & Verification,Identity & Credentials,"The Zug Digital ID is a blockchain-based identity system in Switzerland, offering residents digital access to government services and supporting functionalities like e-bike borrowing and municipal voting.","The Zug Digital ID is an innovative blockchain-based digital identity system initiated by the city of Zug, Switzerland. Launched in 2017, this system, the first of its kind, uses the Ethereum blockchain and uPort technology to offer residents a secure, decentralized form of identity. It enhances access to digital government services, including online services of the residents’ registration office and the debt collection office, and supports mobile device usage. The system also enables new applications, such as borrowing e-bikes and participating in blockchain-based municipal voting, demonstrating a pioneering application of blockchain in public sector services.
"
The Norges Bank,Government,,2022,Payments,CBDCs,Norway's CBDC Pilot,"Norway's Central Bank Digital Currency (CBDC), developed by the Norges Bank, is based on Ethereum using ERC-20 tokens. The bank has released an open-source code for a CBDC sandbox on a private version of the Hyperledger Besu blockchain, enabling functions like minting, burning, and transferring tokens. This initiative, part of a two-year experimental phase ending in June 2023, excludes integration with major wallets like MetaMask and is limited to users with specific credentials. Additionally, Norway participates in Project Icebreaker with other central banks, exploring CBDCs for cross-border payments. The CBDC could potentially impact the legal status and regulation of private stablecoins in Norway.
"
StaTwig,Startup,,2016,Supply Chain & Logistics,"Supply Chain Management & Tracking Solutions,Pharmaceuticals",Decentralized Supply Chain Solutions,"StaTwig is improving transparency, reducing waste, and building trust in supply chains for critical products such as food and vaccines

"
SettleMint,Startup,,2016,Infrastructure,"Blockchain Development Services,BaaS",Facilitating easy blockchain transformation.,"SettleMint simplifies blockchain integration for businesses, focusing on connecting technology, processes, and people for enhanced value creation.

An example: The local government in Uttarakhand, India, sought a robust solution to track medical equipment assets across seven medical colleges. By deploying Polygon's integration with the SettleMint platform, they achieved accurate asset tracking, performance monitoring, and streamlined supply processes. "
Kinto,Startup,https://kinto.xyz,2023,Infrastructure,Scaling Solution,KYC'ed Layer 2,"Welcome to Kinto! Kinto is an L2 focused on providing safe and insured access to financial services. It's built on top of the Ethereum network using the OP Stack, and it's non-custodial, transparent, permissionless, and governed by the community.
Kinto has been designed from the ground up to provide a safe environment for users and financial institutions. Kinto provides KYC, insurance, and AML & fraud monitoring at the blockchain level by default. All participants are KYC'ed, and the network runs AML on all of them continuously. Transactions can then only be performed by verified participants. PII is only saved in identity providers chosen by governance and their information cannot be linked to their on-chain accounts except when each individual user chooses to do with an application that requests it.
Kinto has a two-layer governance system fully on-chain. The protocol parameters, sequencer, and treasury will be voted on-chain by 9 Nios (Guardians). Token-holders elect these 9 guardians on a rolling 6-month basis."
"Moss
",Startup,,,Carbon Credits & ESG,"Carbon credits,Asset Tokenization",The MCO2 token is an ERC-20 utility token compliant with the Ethereum network.,"Moss (moss.earth) is a global climate tech company that focuses on environmental services with global operations. It has created the world's first and most liquid carbon credit token, MCO2, which is used to offset greenhouse gases. The MCO2 token is an ERC-20 utility token compliant with the Ethereum network. MCO2 holders can burn (or retire) their tokens on Moss.Earth’s carbon credit market platform and receive a certificate that proves they have offset one tonne of carbon emissions per token[4]."
Toucan,Startup,,2021,Carbon Credits & ESG,"Carbon credits,Asset Tokenization",,"Toucan is a platform that provides digital infrastructure for tokenized carbon credits, aiming to scale a high-integrity and transparent Voluntary Carbon Market (VCM)"
Spydra,Startup,,,Infrastructure,Asset Tokenization,,
Hyper Mint,Startup,https://hypermint.com,,Retail & E-Commerce,"NFTs,Blockchain Development Services",NFT infrastructure for enterprises and brands,"With HyperMint, you can design, configure and deploy smart contracts at scale. HyperMint provides a standard smart contract library for common use cases, but you can use your own existing smart contracts too. 
Once deployed, HyperMint allows you to execute calls on these smart contracts over our REST API, where we take care of the heavy lifting.
HyperMint provides a basket of modular Core Features such as allow lists, royalty management, fund splitting contracts, snapshots, token gating, and more. These can be optionally added to any contract to build out your dream Web 3 experience.
 
How is HyperMint different from current tooling?
HyperMint manages blockchain interactions on your behalf; we talk to the blockchain so you don't have to. This is the core of the platform approach to Web3. Gas fees, nonce management, sequencing and finality are handled by HyperMint's platform, allowing you to focus on building the best products and customer experiences.
HyperMint was founded by a team internal to MoonPay. During our time building payments products for the likes of OpenSea, MetaMask, Phantom, and Trust Wallet, we learned just how difficult it is to build compliant, scalable and effective Web3 experiences. As a MoonPay company, HyperMint helps you take end-to-end ownership of the Web3 journey: NFT Card payments, regulatory compliance, and taxation are all embedded into our products."
Polytrade,Startup,https://www.polytrade.finance,2022,Capital Markets,"RWAs,Asset Management,Marketplace,Invoice Factoring",Gateway to Real World Assets,"At Polytrade we are building financial technology for users, investors, lenders, and borrowers alike. We believe that the Blockchain will change financial systems forever, and a vibrant and efficient new frontier shall emerge - and we intend to make that happen soon. 
From the first tokenized invoice pool to a new tokenization standard (ERC-6960) and bringing Real World Assets together at the RWA Marketplace, Polytrade has blazed a path in the RWA space since launching in 2022 - and we aim to continue doing that for decades to come.
"
"Inco Network
",,,,,,,
"Monad xyz
",,,,,,,
,,,,,,,
